InterviewKey,CandidateKey,InterviewDateKey,InterviewStage,InterviewerKey,Outcome,Score,DurationMinutes,Notes
1792,1793,20240202,PhoneScreen,142,Passed,95.23,53,Auto-generated interview note 1792
1793,1794,20241122,HR,143,Passed,98.83,54,Auto-generated interview note 1793
1794,1795,20240120,Onsite,144,Passed,70.49,55,Auto-generated interview note 1794
1795,1796,20241016,Technical,145,Failed,76.84,56,Auto-generated interview note 1795
1796,1797,20231227,HR,146,Passed,74.1,57,Auto-generated interview note 1796
1797,1798,20240727,Onsite,147,Passed,98.18,58,Auto-generated interview note 1797
1798,1799,20240620,HR,148,NoShow,80.99,59,Auto-generated interview note 1798
1799,1800,20241116,PhoneScreen,149,Passed,69.06,60,Auto-generated interview note 1799
1800,1801,20240413,Technical,150,Failed,92.86,61,Auto-generated interview note 1800
1801,1802,20240101,HR,1,Passed,91.68,62,Auto-generated interview note 1801
1802,1803,20250703,HR,2,Passed,79.48,63,Auto-generated interview note 1802
1803,1804,20240821,Onsite,3,Passed,92.57,64,Auto-generated interview note 1803
1804,1805,20231124,HR,4,Passed,52.22,65,Auto-generated interview note 1804
1805,1806,20250529,Technical,5,Failed,56.66,66,Auto-generated interview note 1805
1806,1807,20240620,PhoneScreen,6,Passed,83.76,67,Auto-generated interview note 1806
1807,1808,20230327,HR,7,Passed,71.14,68,Auto-generated interview note 1807
1808,1809,20240414,HR,8,Passed,54.15,69,Auto-generated interview note 1808
1809,1810,20230709,Onsite,9,Passed,72.26,70,Auto-generated interview note 1809
1810,1811,20241113,Technical,10,Failed,81.4,71,Auto-generated interview note 1810
1811,1812,20240219,HR,11,Passed,78.49,72,Auto-generated interview note 1811
1812,1813,20230418,Onsite,12,Passed,84.7,73,Auto-generated interview note 1812
1813,1814,20231223,PhoneScreen,13,Passed,74.38,74,Auto-generated interview note 1813
1814,1815,20230511,HR,14,Passed,91.3,75,Auto-generated interview note 1814
1815,1816,20241101,Technical,15,Passed,89.27,76,Auto-generated interview note 1815
1816,1817,20240203,HR,16,Passed,62.99,77,Auto-generated interview note 1816
1817,1818,20241120,HR,17,Passed,50.61,78,Auto-generated interview note 1817
1818,1819,20230510,Onsite,18,Passed,96.64,79,Auto-generated interview note 1818
1819,1820,20231001,HR,19,Passed,64.07,80,Auto-generated interview note 1819
1820,1821,20230509,PhoneScreen,20,Failed,85.69,81,Auto-generated interview note 1820
1821,1822,20231222,Onsite,21,Passed,78.33,82,Auto-generated interview note 1821
1822,1823,20240205,HR,22,Passed,81.46,83,Auto-generated interview note 1822
1823,1824,20231212,HR,23,Passed,81.09,84,Auto-generated interview note 1823
1824,1825,20231002,Onsite,24,Passed,65.13,85,Auto-generated interview note 1824
1825,1826,20240326,Technical,25,Failed,96.69,86,Auto-generated interview note 1825
1826,1827,20250509,HR,26,Passed,75.78,87,Auto-generated interview note 1826
1827,1828,20230413,PhoneScreen,27,NoShow,81.45,88,Auto-generated interview note 1827
1828,1829,20240729,HR,28,Passed,63.38,89,Auto-generated interview note 1828
1829,1830,20250609,HR,29,Passed,63.18,90,Auto-generated interview note 1829
1830,1831,20230515,Technical,30,Failed,95.92,30,Auto-generated interview note 1830
1831,1832,20230922,HR,31,Passed,70.42,31,Auto-generated interview note 1831
1832,1833,20240709,HR,32,Passed,92.21,32,Auto-generated interview note 1832
1833,1834,20241014,Onsite,33,Passed,85.57,33,Auto-generated interview note 1833
1834,1835,20240606,PhoneScreen,34,Passed,81.69,34,Auto-generated interview note 1834
1835,1836,20230911,Technical,35,Failed,57.6,35,Auto-generated interview note 1835
1836,1837,20240926,Onsite,36,Passed,74.47,36,Auto-generated interview note 1836
1837,1838,20250411,HR,37,Passed,53.53,37,Auto-generated interview note 1837
1838,1839,20240826,HR,38,Passed,64.93,38,Auto-generated interview note 1838
1839,1840,20240814,Onsite,39,Passed,93.66,39,Auto-generated interview note 1839
1840,1841,20241004,Technical,40,Failed,74.27,40,Auto-generated interview note 1840
1841,1842,20241101,PhoneScreen,41,Passed,55.98,41,Auto-generated interview note 1841
1842,1843,20230726,Onsite,42,Passed,85.89,42,Auto-generated interview note 1842
1843,1844,20241012,HR,43,Passed,99.01,43,Auto-generated interview note 1843
1844,1845,20230910,HR,44,Passed,94.24,44,Auto-generated interview note 1844
1845,1846,20250523,Technical,45,Failed,99.61,45,Auto-generated interview note 1845
1846,1847,20230830,HR,46,Passed,87.0,46,Auto-generated interview note 1846
1847,1848,20231031,HR,47,Passed,83.33,47,Auto-generated interview note 1847
1848,1849,20250818,PhoneScreen,48,Passed,83.33,48,Auto-generated interview note 1848
1849,1850,20240831,HR,49,Passed,79.1,49,Auto-generated interview note 1849
1850,1851,20250116,Technical,50,Failed,77.84,50,Auto-generated interview note 1850
1851,1852,20230921,Onsite,51,Passed,97.08,51,Auto-generated interview note 1851
1852,1853,20250429,HR,52,Passed,64.08,52,Auto-generated interview note 1852
1853,1854,20240219,HR,53,Passed,69.0,53,Auto-generated interview note 1853
1854,1855,20250709,Onsite,54,Passed,55.56,54,Auto-generated interview note 1854
1855,1856,20230417,PhoneScreen,55,Failed,94.03,55,Auto-generated interview note 1855
1856,1857,20231126,HR,56,NoShow,82.63,56,Auto-generated interview note 1856
1857,1858,20240205,Onsite,57,Passed,78.24,57,Auto-generated interview note 1857
1858,1859,20230601,HR,58,Passed,86.37,58,Auto-generated interview note 1858
1859,1860,20240507,HR,59,Passed,88.49,59,Auto-generated interview note 1859
1860,1861,20230626,Technical,60,Failed,89.41,60,Auto-generated interview note 1860
1861,1862,20250311,HR,61,Passed,81.14,61,Auto-generated interview note 1861
1862,1863,20230603,PhoneScreen,62,Passed,67.09,62,Auto-generated interview note 1862
1863,1864,20250607,Onsite,63,Passed,85.54,63,Auto-generated interview note 1863
1864,1865,20250628,HR,64,Passed,57.76,64,Auto-generated interview note 1864
1865,1866,20250118,Technical,65,Failed,92.05,65,Auto-generated interview note 1865
1866,1867,20250601,Onsite,66,Passed,91.63,66,Auto-generated interview note 1866
1867,1868,20240811,HR,67,Passed,64.46,67,Auto-generated interview note 1867
1868,1869,20240708,HR,68,Passed,54.99,68,Auto-generated interview note 1868
1869,1870,20250415,PhoneScreen,69,Passed,78.09,69,Auto-generated interview note 1869
1870,1871,20240209,Technical,70,Passed,60.84,70,Auto-generated interview note 1870
1871,1872,20240830,HR,71,Passed,62.44,71,Auto-generated interview note 1871
1872,1873,20241009,Onsite,72,Passed,97.75,72,Auto-generated interview note 1872
1873,1874,20231016,HR,73,Passed,67.35,73,Auto-generated interview note 1873
1874,1875,20231105,HR,74,Passed,95.68,74,Auto-generated interview note 1874
1875,1876,20241211,Technical,75,Failed,80.72,75,Auto-generated interview note 1875
1876,1877,20230713,PhoneScreen,76,Passed,60.42,76,Auto-generated interview note 1876
1877,1878,20240225,HR,77,Passed,98.91,77,Auto-generated interview note 1877
1878,1879,20240520,Onsite,78,Passed,51.93,78,Auto-generated interview note 1878
1879,1880,20250709,HR,79,Passed,81.02,79,Auto-generated interview note 1879
1880,1881,20230408,Technical,80,Failed,94.63,80,Auto-generated interview note 1880
1881,1882,20240606,Onsite,81,Passed,66.93,81,Auto-generated interview note 1881
1882,1883,20240108,HR,82,Passed,62.91,82,Auto-generated interview note 1882
1883,1884,20240918,PhoneScreen,83,Passed,82.67,83,Auto-generated interview note 1883
1884,1885,20241020,Onsite,84,Passed,65.07,84,Auto-generated interview note 1884
1885,1886,20240621,Technical,85,Failed,96.06,85,Auto-generated interview note 1885
1886,1887,20240519,HR,86,Passed,66.78,86,Auto-generated interview note 1886
1887,1888,20230902,Onsite,87,Passed,95.5,87,Auto-generated interview note 1887
1888,1889,20250719,HR,88,Passed,96.59,88,Auto-generated interview note 1888
1889,1890,20231028,HR,89,Passed,96.66,89,Auto-generated interview note 1889
1890,1891,20230828,PhoneScreen,90,Failed,96.77,90,Auto-generated interview note 1890
1891,1892,20230625,HR,91,Passed,86.72,30,Auto-generated interview note 1891
1892,1893,20230929,HR,92,Passed,63.09,31,Auto-generated interview note 1892
1893,1894,20250324,Onsite,93,Passed,67.6,32,Auto-generated interview note 1893
1894,1895,20250508,HR,94,Passed,53.09,33,Auto-generated interview note 1894
1895,1896,20230509,Technical,95,Failed,86.21,34,Auto-generated interview note 1895
1896,1897,20240819,Onsite,96,Passed,83.24,35,Auto-generated interview note 1896
1897,1898,20250823,PhoneScreen,97,Passed,78.81,36,Auto-generated interview note 1897
1898,1899,20240123,HR,98,Passed,64.62,37,Auto-generated interview note 1898
1899,1900,20241017,Onsite,99,Passed,51.63,38,Auto-generated interview note 1899
1900,1901,20240811,Technical,100,Failed,92.25,39,Auto-generated interview note 1900
1901,1902,20241228,HR,101,Passed,77.65,40,Auto-generated interview note 1901
1902,1903,20230905,Onsite,102,Passed,69.81,41,Auto-generated interview note 1902
1903,1904,20230405,HR,103,Passed,73.01,42,Auto-generated interview note 1903
1904,1905,20250207,PhoneScreen,104,Passed,67.19,43,Auto-generated interview note 1904
1905,1906,20250831,Technical,105,Failed,95.52,44,Auto-generated interview note 1905
1906,1907,20250806,HR,106,Passed,65.06,45,Auto-generated interview note 1906
1907,1908,20250123,HR,107,Passed,97.83,46,Auto-generated interview note 1907
1908,1909,20240719,Onsite,108,Passed,78.57,47,Auto-generated interview note 1908
1909,1910,20250410,HR,109,Passed,58.72,48,Auto-generated interview note 1909
1910,1911,20230808,Technical,110,Failed,67.94,49,Auto-generated interview note 1910
1911,1912,20230322,PhoneScreen,111,Passed,66.73,50,Auto-generated interview note 1911
1912,1913,20241213,HR,112,Passed,57.63,51,Auto-generated interview note 1912
1913,1914,20240403,HR,113,Passed,79.4,52,Auto-generated interview note 1913
1914,1915,20250303,Onsite,114,Passed,59.54,53,Auto-generated interview note 1914
1915,1916,20231023,Technical,115,Failed,50.6,54,Auto-generated interview note 1915
1916,1917,20240415,HR,116,Passed,68.13,55,Auto-generated interview note 1916
1917,1918,20230429,Onsite,117,Passed,89.86,56,Auto-generated interview note 1917
1918,1919,20230721,PhoneScreen,118,Passed,84.42,57,Auto-generated interview note 1918
1919,1920,20250120,HR,119,Passed,97.26,58,Auto-generated interview note 1919
1920,1921,20240209,Technical,120,Failed,68.57,59,Auto-generated interview note 1920
1921,1922,20240323,HR,121,Passed,63.88,60,Auto-generated interview note 1921
1922,1923,20230414,HR,122,Passed,86.58,61,Auto-generated interview note 1922
1923,1924,20230512,Onsite,123,Passed,77.21,62,Auto-generated interview note 1923
1924,1925,20250331,HR,124,Passed,85.06,63,Auto-generated interview note 1924
1925,1926,20241229,PhoneScreen,125,Passed,57.73,64,Auto-generated interview note 1925
1926,1927,20230331,Onsite,126,Passed,92.95,65,Auto-generated interview note 1926
1927,1928,20241226,HR,127,Passed,50.72,66,Auto-generated interview note 1927
1928,1929,20231126,HR,128,Passed,99.47,67,Auto-generated interview note 1928
1929,1930,20230901,Onsite,129,Passed,68.88,68,Auto-generated interview note 1929
1930,1931,20250803,Technical,130,Failed,68.59,69,Auto-generated interview note 1930
1931,1932,20230707,HR,131,Passed,75.09,70,Auto-generated interview note 1931
1932,1933,20250110,PhoneScreen,132,Passed,97.3,71,Auto-generated interview note 1932
1933,1934,20230808,HR,133,Passed,66.58,72,Auto-generated interview note 1933
1934,1935,20241023,HR,134,Passed,55.44,73,Auto-generated interview note 1934
1935,1936,20230526,Technical,135,Failed,85.63,74,Auto-generated interview note 1935
1936,1937,20230731,HR,136,Passed,87.19,75,Auto-generated interview note 1936
1937,1938,20240107,HR,137,Passed,54.58,76,Auto-generated interview note 1937
1938,1939,20240212,Onsite,138,Passed,51.49,77,Auto-generated interview note 1938
1939,1940,20230718,PhoneScreen,139,Passed,97.03,78,Auto-generated interview note 1939
1940,1941,20231005,Technical,140,Failed,81.74,79,Auto-generated interview note 1940
1941,1942,20241105,Onsite,141,Passed,59.51,80,Auto-generated interview note 1941
1942,1943,20241015,HR,142,Passed,66.25,81,Auto-generated interview note 1942
1943,1944,20231022,HR,143,NoShow,73.9,82,Auto-generated interview note 1943
1944,1945,20231014,Onsite,144,Passed,50.99,83,Auto-generated interview note 1944
1945,1946,20230707,Technical,145,Failed,60.33,84,Auto-generated interview note 1945
1946,1947,20230324,PhoneScreen,146,Passed,79.15,85,Auto-generated interview note 1946
1947,1948,20240729,Onsite,147,Passed,69.2,86,Auto-generated interview note 1947
1948,1949,20230620,HR,148,Passed,68.12,87,Auto-generated interview note 1948
1949,1950,20250305,HR,149,Passed,52.17,88,Auto-generated interview note 1949
1950,1951,20240312,Technical,150,Failed,94.68,89,Auto-generated interview note 1950
1951,1952,20250411,HR,1,Passed,85.35,90,Auto-generated interview note 1951
1952,1953,20230414,HR,2,Passed,60.48,30,Auto-generated interview note 1952
1953,1954,20250706,PhoneScreen,3,Passed,81.6,31,Auto-generated interview note 1953
1954,1955,20250114,HR,4,Passed,54.17,32,Auto-generated interview note 1954
1955,1956,20250610,Technical,5,Failed,62.58,33,Auto-generated interview note 1955
1956,1957,20250622,Onsite,6,Passed,68.95,34,Auto-generated interview note 1956
1957,1958,20240321,HR,7,Passed,96.67,35,Auto-generated interview note 1957
1958,1959,20230731,HR,8,Passed,86.91,36,Auto-generated interview note 1958
1959,1960,20250420,Onsite,9,Passed,71.33,37,Auto-generated interview note 1959
1960,1961,20241022,PhoneScreen,10,Failed,89.21,38,Auto-generated interview note 1960
1961,1962,20230329,HR,11,Passed,80.47,39,Auto-generated interview note 1961
1962,1963,20241127,Onsite,12,Passed,94.96,40,Auto-generated interview note 1962
1963,1964,20250701,HR,13,Passed,50.97,41,Auto-generated interview note 1963
1964,1965,20230501,HR,14,Passed,57.44,42,Auto-generated interview note 1964
1965,1966,20240323,Technical,15,Failed,68.77,43,Auto-generated interview note 1965
1966,1967,20241123,HR,16,Passed,55.6,44,Auto-generated interview note 1966
1967,1968,20250820,PhoneScreen,17,Passed,94.04,45,Auto-generated interview note 1967
1968,1969,20231220,Onsite,18,Passed,91.54,46,Auto-generated interview note 1968
1969,1970,20241222,HR,19,Passed,99.81,47,Auto-generated interview note 1969
1970,1971,20241217,Technical,20,Failed,83.5,48,Auto-generated interview note 1970
1971,1972,20250413,Onsite,21,Passed,80.41,49,Auto-generated interview note 1971
1972,1973,20240710,HR,22,NoShow,68.89,50,Auto-generated interview note 1972
1973,1974,20240628,HR,23,Passed,85.36,51,Auto-generated interview note 1973
1974,1975,20250725,PhoneScreen,24,Passed,76.73,52,Auto-generated interview note 1974
1975,1976,20240726,Technical,25,Failed,70.16,53,Auto-generated interview note 1975
1976,1977,20240125,HR,26,Passed,76.24,54,Auto-generated interview note 1976
1977,1978,20241221,Onsite,27,Passed,86.2,55,Auto-generated interview note 1977
1978,1979,20240318,HR,28,Passed,89.35,56,Auto-generated interview note 1978
1979,1980,20250516,HR,29,Passed,70.71,57,Auto-generated interview note 1979
1980,1981,20240831,Technical,30,Passed,55.94,58,Auto-generated interview note 1980
1981,1982,20230626,PhoneScreen,31,Passed,66.51,59,Auto-generated interview note 1981
1982,1983,20230330,HR,32,Passed,60.82,60,Auto-generated interview note 1982
1983,1984,20230417,Onsite,33,Passed,73.76,61,Auto-generated interview note 1983
1984,1985,20250528,HR,34,Passed,71.78,62,Auto-generated interview note 1984
1985,1986,20250109,Technical,35,Failed,76.36,63,Auto-generated interview note 1985
1986,1987,20230914,Onsite,36,Passed,93.53,64,Auto-generated interview note 1986
1987,1988,20240917,HR,37,Passed,63.01,65,Auto-generated interview note 1987
1988,1989,20250824,PhoneScreen,38,Passed,64.58,66,Auto-generated interview note 1988
1989,1990,20240529,Onsite,39,Passed,95.11,67,Auto-generated interview note 1989
1990,1991,20241008,Technical,40,Failed,95.75,68,Auto-generated interview note 1990
1991,1992,20230823,HR,41,Passed,55.72,69,Auto-generated interview note 1991
1992,1993,20240918,Onsite,42,Passed,73.15,70,Auto-generated interview note 1992
1993,1994,20240909,HR,43,Passed,66.57,71,Auto-generated interview note 1993
1994,1995,20250710,HR,44,Passed,90.12,72,Auto-generated interview note 1994
1995,1996,20240607,PhoneScreen,45,Failed,92.53,73,Auto-generated interview note 1995
1996,1997,20240420,HR,46,Passed,99.86,74,Auto-generated interview note 1996
1997,1998,20231114,HR,47,Passed,97.16,75,Auto-generated interview note 1997
1998,1999,20240502,Onsite,48,Passed,76.99,76,Auto-generated interview note 1998
1999,2000,20230417,HR,49,Passed,50.22,77,Auto-generated interview note 1999
2000,2001,20250730,Technical,50,Failed,74.87,78,Auto-generated interview note 2000
2001,2002,20231203,Onsite,51,NoShow,61.52,79,Auto-generated interview note 2001
2002,2003,20241118,PhoneScreen,52,Passed,72.0,80,Auto-generated interview note 2002
2003,2004,20250306,HR,53,Passed,63.57,81,Auto-generated interview note 2003
2004,2005,20230517,Onsite,54,Passed,88.64,82,Auto-generated interview note 2004
2005,2006,20230427,Technical,55,Failed,56.26,83,Auto-generated interview note 2005
2006,2007,20240228,HR,56,Passed,63.26,84,Auto-generated interview note 2006
2007,2008,20241130,Onsite,57,Passed,80.09,85,Auto-generated interview note 2007
2008,2009,20230324,HR,58,Passed,54.77,86,Auto-generated interview note 2008
2009,2010,20240217,PhoneScreen,59,Passed,80.95,87,Auto-generated interview note 2009
2010,2011,20241030,Technical,60,Failed,51.68,88,Auto-generated interview note 2010
2011,2012,20240205,HR,61,Passed,67.15,89,Auto-generated interview note 2011
2012,2013,20230919,HR,62,Passed,82.31,90,Auto-generated interview note 2012
2013,2014,20240410,Onsite,63,Passed,93.96,30,Auto-generated interview note 2013
2014,2015,20240524,HR,64,Passed,92.14,31,Auto-generated interview note 2014
2015,2016,20230923,Technical,65,Failed,82.87,32,Auto-generated interview note 2015
2016,2017,20241015,PhoneScreen,66,Passed,68.01,33,Auto-generated interview note 2016
2017,2018,20230326,HR,67,Passed,81.77,34,Auto-generated interview note 2017
2018,2019,20230609,HR,68,Passed,98.73,35,Auto-generated interview note 2018
2019,2020,20240728,Onsite,69,Passed,54.96,36,Auto-generated interview note 2019
2020,2021,20240205,Technical,70,Failed,72.2,37,Auto-generated interview note 2020
2021,2022,20240424,HR,71,Passed,61.16,38,Auto-generated interview note 2021
2022,2023,20230326,Onsite,72,Passed,99.58,39,Auto-generated interview note 2022
2023,2024,20250812,PhoneScreen,73,Passed,52.76,40,Auto-generated interview note 2023
2024,2025,20230407,HR,74,Passed,83.33,41,Auto-generated interview note 2024
2025,2026,20231021,Technical,75,Failed,63.5,42,Auto-generated interview note 2025
2026,2027,20230505,HR,76,Passed,68.26,43,Auto-generated interview note 2026
2027,2028,20250215,HR,77,Passed,72.23,44,Auto-generated interview note 2027
2028,2029,20230830,Onsite,78,Passed,59.15,45,Auto-generated interview note 2028
2029,2030,20230806,HR,79,Passed,80.06,46,Auto-generated interview note 2029
2030,2031,20250525,PhoneScreen,80,Failed,60.78,47,Auto-generated interview note 2030
2031,2032,20241010,Onsite,81,Passed,76.48,48,Auto-generated interview note 2031
2032,2033,20230918,HR,82,Passed,70.04,49,Auto-generated interview note 2032
2033,2034,20240919,HR,83,Passed,65.0,50,Auto-generated interview note 2033
2034,2035,20230625,Onsite,84,Passed,80.09,51,Auto-generated interview note 2034
2035,2036,20240720,Technical,85,Passed,89.47,52,Auto-generated interview note 2035
2036,2037,20241213,HR,86,Passed,70.18,53,Auto-generated interview note 2036
2037,2038,20250603,PhoneScreen,87,Passed,63.29,54,Auto-generated interview note 2037
2038,2039,20240207,HR,88,Passed,61.09,55,Auto-generated interview note 2038
2039,2040,20240713,HR,89,Passed,57.5,56,Auto-generated interview note 2039
2040,2041,20240301,Technical,90,Failed,56.15,57,Auto-generated interview note 2040
2041,2042,20231019,HR,91,Passed,90.3,58,Auto-generated interview note 2041
2042,2043,20230524,HR,92,Passed,91.88,59,Auto-generated interview note 2042
2043,2044,20231215,Onsite,93,Passed,97.91,60,Auto-generated interview note 2043
2044,2045,20230610,PhoneScreen,94,Passed,91.97,61,Auto-generated interview note 2044
2045,2046,20250604,Technical,95,Failed,77.88,62,Auto-generated interview note 2045
2046,2047,20250715,Onsite,96,Passed,92.53,63,Auto-generated interview note 2046
2047,2048,20240119,HR,97,Passed,62.66,64,Auto-generated interview note 2047
2048,2049,20250101,HR,98,Passed,76.3,65,Auto-generated interview note 2048
2049,2050,20231114,Onsite,99,Passed,91.7,66,Auto-generated interview note 2049
2050,2051,20250214,Technical,100,Failed,55.78,67,Auto-generated interview note 2050
2051,2052,20230414,PhoneScreen,101,Passed,98.6,68,Auto-generated interview note 2051
2052,2053,20230507,Onsite,102,Passed,66.15,69,Auto-generated interview note 2052
2053,2054,20230523,HR,103,Passed,85.65,70,Auto-generated interview note 2053
2054,2055,20231209,HR,104,Passed,69.54,71,Auto-generated interview note 2054
2055,2056,20240730,Technical,105,Failed,72.17,72,Auto-generated interview note 2055
2056,2057,20230708,HR,106,Passed,67.86,73,Auto-generated interview note 2056
2057,2058,20240807,HR,107,Passed,69.73,74,Auto-generated interview note 2057
2058,2059,20230913,PhoneScreen,108,Passed,70.98,75,Auto-generated interview note 2058
2059,2060,20241122,HR,109,NoShow,95.25,76,Auto-generated interview note 2059
2060,2061,20250408,Technical,110,Failed,76.28,77,Auto-generated interview note 2060
2061,2062,20231201,Onsite,111,Passed,60.17,78,Auto-generated interview note 2061
2062,2063,20240419,HR,112,Passed,88.15,79,Auto-generated interview note 2062
2063,2064,20240315,HR,113,Passed,93.76,80,Auto-generated interview note 2063
2064,2065,20240821,Onsite,114,Passed,96.71,81,Auto-generated interview note 2064
2065,2066,20240124,PhoneScreen,115,Failed,70.16,82,Auto-generated interview note 2065
2066,2067,20230815,HR,116,Passed,76.56,83,Auto-generated interview note 2066
2067,2068,20231112,Onsite,117,Passed,60.83,84,Auto-generated interview note 2067
2068,2069,20240126,HR,118,Passed,94.37,85,Auto-generated interview note 2068
2069,2070,20230914,HR,119,Passed,51.99,86,Auto-generated interview note 2069
2070,2071,20231215,Technical,120,Failed,83.49,87,Auto-generated interview note 2070
2071,2072,20240703,HR,121,Passed,94.84,88,Auto-generated interview note 2071
2072,2073,20240202,PhoneScreen,122,Passed,87.31,89,Auto-generated interview note 2072
2073,2074,20250818,Onsite,123,Passed,82.85,90,Auto-generated interview note 2073
2074,2075,20240725,HR,124,Passed,66.62,30,Auto-generated interview note 2074
2075,2076,20241026,Technical,125,Failed,81.1,31,Auto-generated interview note 2075
2076,2077,20250613,Onsite,126,Passed,96.82,32,Auto-generated interview note 2076
2077,2078,20230403,HR,127,Passed,62.03,33,Auto-generated interview note 2077
2078,2079,20240411,HR,128,Passed,52.78,34,Auto-generated interview note 2078
2079,2080,20230405,PhoneScreen,129,Passed,95.42,35,Auto-generated interview note 2079
2080,2081,20240829,Technical,130,Failed,77.81,36,Auto-generated interview note 2080
2081,2082,20240313,HR,131,Passed,88.55,37,Auto-generated interview note 2081
2082,2083,20240306,Onsite,132,Passed,61.86,38,Auto-generated interview note 2082
2083,2084,20231003,HR,133,Passed,68.37,39,Auto-generated interview note 2083
2084,2085,20250702,HR,134,Passed,57.4,40,Auto-generated interview note 2084
2085,2086,20231106,Technical,135,Failed,91.84,41,Auto-generated interview note 2085
2086,2087,20231223,PhoneScreen,136,Passed,69.98,42,Auto-generated interview note 2086
2087,2088,20231201,HR,137,Passed,70.9,43,Auto-generated interview note 2087
2088,2089,20241019,Onsite,138,NoShow,64.99,44,Auto-generated interview note 2088
2089,2090,20230705,HR,139,Passed,86.14,45,Auto-generated interview note 2089
2090,2091,20250118,Technical,140,Passed,63.77,46,Auto-generated interview note 2090
2091,2092,20240314,Onsite,141,Passed,71.01,47,Auto-generated interview note 2091
2092,2093,20250618,HR,142,Passed,65.47,48,Auto-generated interview note 2092
2093,2094,20230728,PhoneScreen,143,Passed,61.7,49,Auto-generated interview note 2093
2094,2095,20240309,Onsite,144,Passed,81.19,50,Auto-generated interview note 2094
2095,2096,20240714,Technical,145,Failed,64.72,51,Auto-generated interview note 2095
2096,2097,20240324,HR,146,Passed,89.47,52,Auto-generated interview note 2096
2097,2098,20240822,Onsite,147,Passed,97.96,53,Auto-generated interview note 2097
2098,2099,20230604,HR,148,Passed,77.56,54,Auto-generated interview note 2098
2099,2100,20241012,HR,149,Passed,80.13,55,Auto-generated interview note 2099
2100,2101,20250327,PhoneScreen,150,Failed,72.49,56,Auto-generated interview note 2100
2101,2102,20240323,HR,1,Passed,59.95,57,Auto-generated interview note 2101
2102,2103,20250815,HR,2,Passed,70.79,58,Auto-generated interview note 2102
2103,2104,20241108,Onsite,3,Passed,87.89,59,Auto-generated interview note 2103
2104,2105,20241214,HR,4,Passed,94.51,60,Auto-generated interview note 2104
2105,2106,20250117,Technical,5,Failed,79.16,61,Auto-generated interview note 2105
2106,2107,20230816,Onsite,6,Passed,65.44,62,Auto-generated interview note 2106
2107,2108,20240307,PhoneScreen,7,Passed,71.25,63,Auto-generated interview note 2107
2108,2109,20250609,HR,8,Passed,76.72,64,Auto-generated interview note 2108
2109,2110,20240330,Onsite,9,Passed,80.47,65,Auto-generated interview note 2109
2110,2111,20250809,Technical,10,Failed,83.81,66,Auto-generated interview note 2110
2111,2112,20240702,HR,11,Passed,70.08,67,Auto-generated interview note 2111
2112,2113,20230511,Onsite,12,Passed,72.41,68,Auto-generated interview note 2112
2113,2114,20231003,HR,13,Passed,67.64,69,Auto-generated interview note 2113
2114,2115,20230726,PhoneScreen,14,Passed,86.09,70,Auto-generated interview note 2114
2115,2116,20240423,Technical,15,Failed,92.63,71,Auto-generated interview note 2115
2116,2117,20231217,HR,16,Passed,90.46,72,Auto-generated interview note 2116
2117,2118,20250216,HR,17,NoShow,61.78,73,Auto-generated interview note 2117
2118,2119,20250625,Onsite,18,Passed,99.15,74,Auto-generated interview note 2118
2119,2120,20240127,HR,19,Passed,75.96,75,Auto-generated interview note 2119
2120,2121,20241001,Technical,20,Failed,68.55,76,Auto-generated interview note 2120
2121,2122,20250212,PhoneScreen,21,Passed,50.26,77,Auto-generated interview note 2121
2122,2123,20250824,HR,22,Passed,73.82,78,Auto-generated interview note 2122
2123,2124,20240216,HR,23,Passed,55.56,79,Auto-generated interview note 2123
2124,2125,20231126,Onsite,24,Passed,57.76,80,Auto-generated interview note 2124
2125,2126,20250124,Technical,25,Failed,62.97,81,Auto-generated interview note 2125
2126,2127,20230807,HR,26,Passed,92.93,82,Auto-generated interview note 2126
2127,2128,20241129,Onsite,27,Passed,67.7,83,Auto-generated interview note 2127
2128,2129,20250807,PhoneScreen,28,Passed,84.54,84,Auto-generated interview note 2128
2129,2130,20240513,HR,29,Passed,93.47,85,Auto-generated interview note 2129
2130,2131,20250608,Technical,30,Failed,91.38,86,Auto-generated interview note 2130
2131,2132,20250608,HR,31,Passed,91.06,87,Auto-generated interview note 2131
2132,2133,20250516,HR,32,Passed,88.14,88,Auto-generated interview note 2132
2133,2134,20240207,Onsite,33,Passed,79.68,89,Auto-generated interview note 2133
2134,2135,20250426,HR,34,Passed,81.22,90,Auto-generated interview note 2134
2135,2136,20230506,PhoneScreen,35,Failed,75.6,30,Auto-generated interview note 2135
2136,2137,20241113,Onsite,36,Passed,96.79,31,Auto-generated interview note 2136
2137,2138,20250507,HR,37,Passed,83.5,32,Auto-generated interview note 2137
2138,2139,20250318,HR,38,Passed,97.17,33,Auto-generated interview note 2138
2139,2140,20230403,Onsite,39,Passed,51.11,34,Auto-generated interview note 2139
2140,2141,20241207,Technical,40,Failed,86.23,35,Auto-generated interview note 2140
2141,2142,20240407,HR,41,Passed,84.69,36,Auto-generated interview note 2141
2142,2143,20250905,PhoneScreen,42,Passed,82.26,37,Auto-generated interview note 2142
2143,2144,20240319,HR,43,Passed,58.74,38,Auto-generated interview note 2143
2144,2145,20240520,HR,44,Passed,93.57,39,Auto-generated interview note 2144
2145,2146,20240323,Technical,45,Passed,93.78,40,Auto-generated interview note 2145
