OfferKey,CandidateKey,OfferDateKey,RecruiterKey,PositionKey,OfferStatus,OfferedSalary,OfferNotes
459,460,20250501,9,20,Accepted,30459,Auto-generated offer 459
460,461,20230907,10,21,Expired,50460,Auto-generated offer 460
461,462,20240422,11,22,Expired,70461,Auto-generated offer 461
462,463,20230416,12,23,Accepted,90462,Auto-generated offer 462
463,464,20230626,13,24,Accepted,110463,Auto-generated offer 463
464,465,20240620,14,25,Pending,130464,Auto-generated offer 464
465,466,20241124,15,26,Pending,150465,Auto-generated offer 465
466,467,20241028,16,27,Declined,170466,Auto-generated offer 466
467,468,20240730,17,28,Accepted,190467,Auto-generated offer 467
468,469,20240816,18,29,Accepted,210468,Auto-generated offer 468
469,470,20250315,19,30,Declined,30469,Auto-generated offer 469
470,471,20230608,20,31,Accepted,50470,Auto-generated offer 470
471,472,20240226,21,32,Declined,70471,Auto-generated offer 471
472,473,20250111,22,33,Pending,90472,Auto-generated offer 472
473,474,20250801,23,34,Accepted,110473,Auto-generated offer 473
474,475,20240630,24,35,Declined,130474,Auto-generated offer 474
475,476,20240429,25,36,Declined,150475,Auto-generated offer 475
476,477,20240820,26,37,Pending,170476,Auto-generated offer 476
477,478,20250228,27,38,Expired,190477,Auto-generated offer 477
478,479,20241013,28,39,Declined,210478,Auto-generated offer 478
479,480,20250619,29,40,Pending,30479,Auto-generated offer 479
480,481,20230831,30,1,Expired,50480,Auto-generated offer 480
481,482,20231010,31,2,Accepted,70481,Auto-generated offer 481
482,483,20240201,32,3,Expired,90482,Auto-generated offer 482
483,484,20250308,33,4,Accepted,110483,Auto-generated offer 483
484,485,20250731,34,5,Declined,130484,Auto-generated offer 484
485,486,20231223,35,6,Accepted,150485,Auto-generated offer 485
486,487,20240507,36,7,Expired,170486,Auto-generated offer 486
487,488,20240419,37,8,Expired,190487,Auto-generated offer 487
488,489,20230920,38,9,Declined,210488,Auto-generated offer 488
489,490,20240127,39,10,Expired,30489,Auto-generated offer 489
490,491,20230716,40,11,Pending,50490,Auto-generated offer 490
491,492,20241016,41,12,Pending,70491,Auto-generated offer 491
492,493,20241217,42,13,Expired,90492,Auto-generated offer 492
493,494,20250425,43,14,Accepted,110493,Auto-generated offer 493
494,495,20240606,44,15,Accepted,130494,Auto-generated offer 494
495,496,20240913,45,16,Accepted,150495,Auto-generated offer 495
496,497,20230708,46,17,Accepted,170496,Auto-generated offer 496
497,498,20250701,47,18,Accepted,190497,Auto-generated offer 497
498,499,20230620,48,19,Expired,210498,Auto-generated offer 498
499,500,20240818,49,20,Accepted,30499,Auto-generated offer 499
500,501,20250422,50,21,Accepted,50500,Auto-generated offer 500
501,502,20241227,1,22,Pending,70501,Auto-generated offer 501
502,503,20240507,2,23,Expired,90502,Auto-generated offer 502
503,504,20230810,3,24,Pending,110503,Auto-generated offer 503
504,505,20250320,4,25,Accepted,130504,Auto-generated offer 504
505,506,20250826,5,26,Declined,150505,Auto-generated offer 505
506,507,20230624,6,27,Declined,170506,Auto-generated offer 506
507,508,20240515,7,28,Accepted,190507,Auto-generated offer 507
508,509,20230619,8,29,Expired,210508,Auto-generated offer 508
509,510,20250520,9,30,Expired,30509,Auto-generated offer 509
510,511,20230926,10,31,Pending,50510,Auto-generated offer 510
511,512,20230922,11,32,Accepted,70511,Auto-generated offer 511
512,513,20240319,12,33,Pending,90512,Auto-generated offer 512
513,514,20250809,13,34,Expired,110513,Auto-generated offer 513
514,515,20230922,14,35,Declined,130514,Auto-generated offer 514
515,516,20240405,15,36,Pending,150515,Auto-generated offer 515
516,517,20241204,16,37,Declined,170516,Auto-generated offer 516
517,518,20240426,17,38,Expired,190517,Auto-generated offer 517
518,519,20250728,18,39,Expired,210518,Auto-generated offer 518
519,520,20240516,19,40,Expired,30519,Auto-generated offer 519
520,521,20240928,20,1,Accepted,50520,Auto-generated offer 520
521,522,20230523,21,2,Declined,70521,Auto-generated offer 521
522,523,20241231,22,3,Declined,90522,Auto-generated offer 522
523,524,20250114,23,4,Accepted,110523,Auto-generated offer 523
524,525,20250506,24,5,Accepted,130524,Auto-generated offer 524
525,526,20240520,25,6,Declined,150525,Auto-generated offer 525
526,527,20240924,26,7,Pending,170526,Auto-generated offer 526
527,528,20240814,27,8,Pending,190527,Auto-generated offer 527
528,529,20230604,28,9,Declined,210528,Auto-generated offer 528
529,530,20240306,29,10,Pending,30529,Auto-generated offer 529
530,531,20230328,30,11,Accepted,50530,Auto-generated offer 530
531,532,20250222,31,12,Expired,70531,Auto-generated offer 531
532,533,20240607,32,13,Declined,90532,Auto-generated offer 532
533,534,20230808,33,14,Accepted,110533,Auto-generated offer 533
534,535,20230808,34,15,Expired,130534,Auto-generated offer 534
535,536,20250725,35,16,Declined,150535,Auto-generated offer 535
536,537,20240820,36,17,Declined,170536,Auto-generated offer 536
537,538,20231023,37,18,Pending,190537,Auto-generated offer 537
538,539,20250812,38,19,Declined,210538,Auto-generated offer 538
539,540,20240508,39,20,Declined,30539,Auto-generated offer 539
540,541,20250527,40,21,Pending,50540,Auto-generated offer 540
541,542,20231114,41,22,Pending,70541,Auto-generated offer 541
542,543,20230910,42,23,Declined,90542,Auto-generated offer 542
543,544,20240722,43,24,Declined,110543,Auto-generated offer 543
544,545,20231120,44,25,Accepted,130544,Auto-generated offer 544
545,546,20230421,45,26,Pending,150545,Auto-generated offer 545
546,547,20241003,46,27,Accepted,170546,Auto-generated offer 546
547,548,20250620,47,28,Accepted,190547,Auto-generated offer 547
548,549,20231021,48,29,Expired,210548,Auto-generated offer 548
549,550,20240201,49,30,Declined,30549,Auto-generated offer 549
550,551,20250103,50,31,Pending,50550,Auto-generated offer 550
551,552,20250131,1,32,Pending,70551,Auto-generated offer 551
552,553,20240707,2,33,Accepted,90552,Auto-generated offer 552
553,554,20250428,3,34,Pending,110553,Auto-generated offer 553
554,555,20240206,4,35,Pending,130554,Auto-generated offer 554
555,556,20230625,5,36,Declined,150555,Auto-generated offer 555
556,557,20230611,6,37,Accepted,170556,Auto-generated offer 556
557,558,20250704,7,38,Expired,190557,Auto-generated offer 557
558,559,20240821,8,39,Accepted,210558,Auto-generated offer 558
559,560,20250904,9,40,Accepted,30559,Auto-generated offer 559
560,561,20250402,10,1,Pending,50560,Auto-generated offer 560
561,562,20250304,11,2,Accepted,70561,Auto-generated offer 561
562,563,20230630,12,3,Declined,90562,Auto-generated offer 562
563,564,20240518,13,4,Expired,110563,Auto-generated offer 563
564,565,20241005,14,5,Expired,130564,Auto-generated offer 564
565,566,20230820,15,6,Pending,150565,Auto-generated offer 565
566,567,20230412,16,7,Pending,170566,Auto-generated offer 566
567,568,20250831,17,8,Accepted,190567,Auto-generated offer 567
568,569,20230926,18,9,Accepted,210568,Auto-generated offer 568
569,570,20230707,19,10,Accepted,30569,Auto-generated offer 569
570,571,20230712,20,11,Accepted,50570,Auto-generated offer 570
571,572,20240227,21,12,Accepted,70571,Auto-generated offer 571
572,573,20240801,22,13,Accepted,90572,Auto-generated offer 572
573,574,20230922,23,14,Declined,110573,Auto-generated offer 573
574,575,20230426,24,15,Accepted,130574,Auto-generated offer 574
575,576,20230924,25,16,Declined,150575,Auto-generated offer 575
576,577,20231223,26,17,Accepted,170576,Auto-generated offer 576
577,578,20241221,27,18,Pending,190577,Auto-generated offer 577
578,579,20240612,28,19,Accepted,210578,Auto-generated offer 578
579,580,20240422,29,20,Expired,30579,Auto-generated offer 579
580,581,20240712,30,21,Declined,50580,Auto-generated offer 580
581,582,20250504,31,22,Declined,70581,Auto-generated offer 581
582,583,20230716,32,23,Pending,90582,Auto-generated offer 582
583,584,20231004,33,24,Accepted,110583,Auto-generated offer 583
584,585,20230607,34,25,Accepted,130584,Auto-generated offer 584
585,586,20250817,35,26,Accepted,150585,Auto-generated offer 585
586,587,20230903,36,27,Expired,170586,Auto-generated offer 586
587,588,20231005,37,28,Accepted,190587,Auto-generated offer 587
588,589,20230927,38,29,Declined,210588,Auto-generated offer 588
589,590,20230915,39,30,Declined,30589,Auto-generated offer 589
590,591,20230801,40,31,Pending,50590,Auto-generated offer 590
591,592,20240427,41,32,Declined,70591,Auto-generated offer 591
592,593,20250322,42,33,Declined,90592,Auto-generated offer 592
593,594,20250711,43,34,Pending,110593,Auto-generated offer 593
594,595,20230810,44,35,Declined,130594,Auto-generated offer 594
595,596,20230604,45,36,Declined,150595,Auto-generated offer 595
596,597,20240410,46,37,Expired,170596,Auto-generated offer 596
597,598,20230928,47,38,Pending,190597,Auto-generated offer 597
598,599,20240609,48,39,Accepted,210598,Auto-generated offer 598
599,600,20230626,49,40,Pending,30599,Auto-generated offer 599
600,601,20240108,50,1,Pending,50600,Auto-generated offer 600
601,602,20231024,1,2,Accepted,70601,Auto-generated offer 601
602,603,20241208,2,3,Accepted,90602,Auto-generated offer 602
603,604,20230324,3,4,Declined,110603,Auto-generated offer 603
604,605,20250210,4,5,Declined,130604,Auto-generated offer 604
605,606,20231106,5,6,Pending,150605,Auto-generated offer 605
606,607,20230607,6,7,Pending,170606,Auto-generated offer 606
607,608,20241113,7,8,Declined,190607,Auto-generated offer 607
608,609,20240705,8,9,Pending,210608,Auto-generated offer 608
609,610,20230501,9,10,Declined,30609,Auto-generated offer 609
610,611,20241113,10,11,Accepted,50610,Auto-generated offer 610
611,612,20241108,11,12,Accepted,70611,Auto-generated offer 611
612,613,20240526,12,13,Pending,90612,Auto-generated offer 612
613,614,20230510,13,14,Declined,110613,Auto-generated offer 613
614,615,20250702,14,15,Pending,130614,Auto-generated offer 614
615,616,20240415,15,16,Accepted,150615,Auto-generated offer 615
616,617,20240612,16,17,Accepted,170616,Auto-generated offer 616
617,618,20240716,17,18,Expired,190617,Auto-generated offer 617
618,619,20250709,18,19,Declined,210618,Auto-generated offer 618
619,620,20240723,19,20,Expired,30619,Auto-generated offer 619
620,621,20250704,20,21,Accepted,50620,Auto-generated offer 620
621,622,20230731,21,22,Declined,70621,Auto-generated offer 621
622,623,20250512,22,23,Accepted,90622,Auto-generated offer 622
623,624,20230725,23,24,Expired,110623,Auto-generated offer 623
624,625,20231111,24,25,Accepted,130624,Auto-generated offer 624
625,626,20240901,25,26,Expired,150625,Auto-generated offer 625
626,627,20230825,26,27,Pending,170626,Auto-generated offer 626
627,628,20230629,27,28,Pending,190627,Auto-generated offer 627
628,629,20231026,28,29,Declined,210628,Auto-generated offer 628
629,630,20240623,29,30,Declined,30629,Auto-generated offer 629
630,631,20241113,30,31,Pending,50630,Auto-generated offer 630
631,632,20230920,31,32,Pending,70631,Auto-generated offer 631
632,633,20230823,32,33,Expired,90632,Auto-generated offer 632
633,634,20250108,33,34,Pending,110633,Auto-generated offer 633
634,635,20230922,34,35,Accepted,130634,Auto-generated offer 634
635,636,20230802,35,36,Accepted,150635,Auto-generated offer 635
636,637,20230412,36,37,Expired,170636,Auto-generated offer 636
637,638,20231008,37,38,Accepted,190637,Auto-generated offer 637
638,639,20230329,38,39,Expired,210638,Auto-generated offer 638
639,640,20241125,39,40,Expired,30639,Auto-generated offer 639
640,641,20230429,40,1,Declined,50640,Auto-generated offer 640
641,642,20250226,41,2,Expired,70641,Auto-generated offer 641
642,643,20230529,42,3,Accepted,90642,Auto-generated offer 642
643,644,20240227,43,4,Pending,110643,Auto-generated offer 643
644,645,20240106,44,5,Expired,130644,Auto-generated offer 644
645,646,20250810,45,6,Pending,150645,Auto-generated offer 645
646,647,20241023,46,7,Declined,170646,Auto-generated offer 646
647,648,20230808,47,8,Expired,190647,Auto-generated offer 647
648,649,20250703,48,9,Accepted,210648,Auto-generated offer 648
649,650,20230726,49,10,Pending,30649,Auto-generated offer 649
650,651,20250827,50,11,Accepted,50650,Auto-generated offer 650
651,652,20250127,1,12,Declined,70651,Auto-generated offer 651
652,653,20250203,2,13,Expired,90652,Auto-generated offer 652
653,654,20250420,3,14,Pending,110653,Auto-generated offer 653
654,655,20250604,4,15,Expired,130654,Auto-generated offer 654
655,656,20250107,5,16,Pending,150655,Auto-generated offer 655
656,657,20231113,6,17,Accepted,170656,Auto-generated offer 656
657,658,20240109,7,18,Accepted,190657,Auto-generated offer 657
658,659,20230426,8,19,Declined,210658,Auto-generated offer 658
659,660,20240407,9,20,Declined,30659,Auto-generated offer 659
660,661,20240212,10,21,Pending,50660,Auto-generated offer 660
661,662,20250307,11,22,Pending,70661,Auto-generated offer 661
662,663,20230924,12,23,Pending,90662,Auto-generated offer 662
663,664,20231210,13,24,Accepted,110663,Auto-generated offer 663
664,665,20230825,14,25,Pending,130664,Auto-generated offer 664
665,666,20240513,15,26,Pending,150665,Auto-generated offer 665
666,667,20240114,16,27,Declined,170666,Auto-generated offer 666
667,668,20240312,17,28,Declined,190667,Auto-generated offer 667
668,669,20230713,18,29,Accepted,210668,Auto-generated offer 668
669,670,20240815,19,30,Accepted,30669,Auto-generated offer 669
670,671,20230824,20,31,Pending,50670,Auto-generated offer 670
671,672,20231013,21,32,Declined,70671,Auto-generated offer 671
672,673,20230613,22,33,Expired,90672,Auto-generated offer 672
673,674,20241205,23,34,Pending,110673,Auto-generated offer 673
674,675,20231222,24,35,Accepted,130674,Auto-generated offer 674
675,676,20230618,25,36,Expired,150675,Auto-generated offer 675
676,677,20240110,26,37,Accepted,170676,Auto-generated offer 676
677,678,20230401,27,38,Accepted,190677,Auto-generated offer 677
678,679,20241013,28,39,Accepted,210678,Auto-generated offer 678
679,680,20240207,29,40,Expired,30679,Auto-generated offer 679
680,681,20250218,30,1,Expired,50680,Auto-generated offer 680
681,682,20250128,31,2,Accepted,70681,Auto-generated offer 681
682,683,20230820,32,3,Expired,90682,Auto-generated offer 682
683,684,20240307,33,4,Accepted,110683,Auto-generated offer 683
684,685,20240301,34,5,Declined,130684,Auto-generated offer 684
685,686,20250620,35,6,Expired,150685,Auto-generated offer 685
686,687,20240320,36,7,Pending,170686,Auto-generated offer 686
687,688,20240115,37,8,Pending,190687,Auto-generated offer 687
688,689,20240520,38,9,Expired,210688,Auto-generated offer 688
689,690,20250526,39,10,Accepted,30689,Auto-generated offer 689
690,691,20250112,40,11,Expired,50690,Auto-generated offer 690
691,692,20240524,41,12,Pending,70691,Auto-generated offer 691
692,693,20241003,42,13,Declined,90692,Auto-generated offer 692
693,694,20241206,43,14,Expired,110693,Auto-generated offer 693
694,695,20230714,44,15,Declined,130694,Auto-generated offer 694
695,696,20230323,45,16,Declined,150695,Auto-generated offer 695
696,697,20230620,46,17,Declined,170696,Auto-generated offer 696
697,698,20240316,47,18,Declined,190697,Auto-generated offer 697
698,699,20250414,48,19,Accepted,210698,Auto-generated offer 698
699,700,20240217,49,20,Declined,30699,Auto-generated offer 699
700,701,20230925,50,21,Declined,50700,Auto-generated offer 700
701,702,20241112,1,22,Expired,70701,Auto-generated offer 701
702,703,20231029,2,23,Accepted,90702,Auto-generated offer 702
703,704,20240209,3,24,Accepted,110703,Auto-generated offer 703
704,705,20231113,4,25,Pending,130704,Auto-generated offer 704
705,706,20250703,5,26,Pending,150705,Auto-generated offer 705
706,707,20240413,6,27,Expired,170706,Auto-generated offer 706
707,708,20241011,7,28,Expired,190707,Auto-generated offer 707
708,709,20230813,8,29,Accepted,210708,Auto-generated offer 708
709,710,20241102,9,30,Declined,30709,Auto-generated offer 709
710,711,20241103,10,31,Expired,50710,Auto-generated offer 710
711,712,20230830,11,32,Accepted,70711,Auto-generated offer 711
712,713,20230713,12,33,Expired,90712,Auto-generated offer 712
713,714,20240728,13,34,Pending,110713,Auto-generated offer 713
714,715,20250715,14,35,Pending,130714,Auto-generated offer 714
715,716,20240621,15,36,Accepted,150715,Auto-generated offer 715
716,717,20250414,16,37,Pending,170716,Auto-generated offer 716
717,718,20240613,17,38,Expired,190717,Auto-generated offer 717
718,719,20230715,18,39,Accepted,210718,Auto-generated offer 718
719,720,20230726,19,40,Accepted,30719,Auto-generated offer 719
720,721,20231112,20,1,Declined,50720,Auto-generated offer 720
721,722,20230822,21,2,Accepted,70721,Auto-generated offer 721
722,723,20231116,22,3,Declined,90722,Auto-generated offer 722
723,724,20230722,23,4,Expired,110723,Auto-generated offer 723
724,725,20240911,24,5,Expired,130724,Auto-generated offer 724
725,726,20250319,25,6,Pending,150725,Auto-generated offer 725
726,727,20240925,26,7,Declined,170726,Auto-generated offer 726
727,728,20230811,27,8,Declined,190727,Auto-generated offer 727
728,729,20250829,28,9,Accepted,210728,Auto-generated offer 728
729,730,20250602,29,10,Pending,30729,Auto-generated offer 729
730,731,20230928,30,11,Declined,50730,Auto-generated offer 730
731,732,20240811,31,12,Declined,70731,Auto-generated offer 731
732,733,20240612,32,13,Accepted,90732,Auto-generated offer 732
733,734,20240925,33,14,Pending,110733,Auto-generated offer 733
734,735,20250829,34,15,Pending,130734,Auto-generated offer 734
735,736,20240718,35,16,Accepted,150735,Auto-generated offer 735
736,737,20250413,36,17,Expired,170736,Auto-generated offer 736
737,738,20240421,37,18,Accepted,190737,Auto-generated offer 737
738,739,20231114,38,19,Expired,210738,Auto-generated offer 738
739,740,20240923,39,20,Pending,30739,Auto-generated offer 739
740,741,20240819,40,21,Expired,50740,Auto-generated offer 740
741,742,20250308,41,22,Accepted,70741,Auto-generated offer 741
742,743,20241010,42,23,Accepted,90742,Auto-generated offer 742
743,744,20230818,43,24,Pending,110743,Auto-generated offer 743
744,745,20250703,44,25,Declined,130744,Auto-generated offer 744
745,746,20231116,45,26,Expired,150745,Auto-generated offer 745
746,747,20240414,46,27,Expired,170746,Auto-generated offer 746
747,748,20241116,47,28,Pending,190747,Auto-generated offer 747
748,749,20241022,48,29,Pending,210748,Auto-generated offer 748
749,750,20241218,49,30,Declined,30749,Auto-generated offer 749
750,751,20241025,50,31,Accepted,50750,Auto-generated offer 750
751,752,20230630,1,32,Declined,70751,Auto-generated offer 751
752,753,20240727,2,33,Accepted,90752,Auto-generated offer 752
753,754,20240421,3,34,Declined,110753,Auto-generated offer 753
754,755,20230428,4,35,Accepted,130754,Auto-generated offer 754
755,756,20250316,5,36,Declined,150755,Auto-generated offer 755
756,757,20231212,6,37,Accepted,170756,Auto-generated offer 756
757,758,20240908,7,38,Declined,190757,Auto-generated offer 757
758,759,20250527,8,39,Accepted,210758,Auto-generated offer 758
759,760,20231001,9,40,Expired,30759,Auto-generated offer 759
760,761,20250506,10,1,Accepted,50760,Auto-generated offer 760
761,762,20240601,11,2,Declined,70761,Auto-generated offer 761
762,763,20240217,12,3,Declined,90762,Auto-generated offer 762
763,764,20230428,13,4,Expired,110763,Auto-generated offer 763
764,765,20250531,14,5,Declined,130764,Auto-generated offer 764
765,766,20250124,15,6,Expired,150765,Auto-generated offer 765
766,767,20230625,16,7,Accepted,170766,Auto-generated offer 766
767,768,20241010,17,8,Accepted,190767,Auto-generated offer 767
768,769,20250614,18,9,Pending,210768,Auto-generated offer 768
769,770,20230417,19,10,Expired,30769,Auto-generated offer 769
770,771,20241002,20,11,Expired,50770,Auto-generated offer 770
771,772,20240404,21,12,Pending,70771,Auto-generated offer 771
772,773,20240229,22,13,Pending,90772,Auto-generated offer 772
773,774,20240821,23,14,Accepted,110773,Auto-generated offer 773
774,775,20241203,24,15,Expired,130774,Auto-generated offer 774
775,776,20230815,25,16,Pending,150775,Auto-generated offer 775
776,777,20240320,26,17,Expired,170776,Auto-generated offer 776
777,778,20240331,27,18,Expired,190777,Auto-generated offer 777
778,779,20230910,28,19,Accepted,210778,Auto-generated offer 778
779,780,20240505,29,20,Accepted,30779,Auto-generated offer 779
780,781,20230420,30,21,Accepted,50780,Auto-generated offer 780
781,782,20230324,31,22,Pending,70781,Auto-generated offer 781
782,783,20230619,32,23,Pending,90782,Auto-generated offer 782
783,784,20250719,33,24,Declined,110783,Auto-generated offer 783
784,785,20230906,34,25,Pending,130784,Auto-generated offer 784
785,786,20241222,35,26,Declined,150785,Auto-generated offer 785
786,787,20240203,36,27,Pending,170786,Auto-generated offer 786
787,788,20250204,37,28,Declined,190787,Auto-generated offer 787
788,789,20240502,38,29,Accepted,210788,Auto-generated offer 788
789,790,20250625,39,30,Declined,30789,Auto-generated offer 789
790,791,20230409,40,31,Pending,50790,Auto-generated offer 790
791,792,20250630,41,32,Expired,70791,Auto-generated offer 791
792,793,20241111,42,33,Accepted,90792,Auto-generated offer 792
793,794,20240218,43,34,Accepted,110793,Auto-generated offer 793
794,795,20241122,44,35,Accepted,130794,Auto-generated offer 794
795,796,20230726,45,36,Pending,150795,Auto-generated offer 795
796,797,20250818,46,37,Accepted,170796,Auto-generated offer 796
797,798,20240719,47,38,Pending,190797,Auto-generated offer 797
798,799,20230915,48,39,Accepted,210798,Auto-generated offer 798
799,800,20231109,49,40,Accepted,30799,Auto-generated offer 799
800,801,20230812,50,1,Expired,50800,Auto-generated offer 800
801,802,20250425,1,2,Pending,70801,Auto-generated offer 801
802,803,20241226,2,3,Pending,90802,Auto-generated offer 802
803,804,20250121,3,4,Pending,110803,Auto-generated offer 803
804,805,20230808,4,5,Expired,130804,Auto-generated offer 804
805,806,20250526,5,6,Accepted,150805,Auto-generated offer 805
806,807,20240524,6,7,Accepted,170806,Auto-generated offer 806
807,808,20230611,7,8,Expired,190807,Auto-generated offer 807
808,809,20241103,8,9,Pending,210808,Auto-generated offer 808
809,810,20240803,9,10,Expired,30809,Auto-generated offer 809
810,811,20240506,10,11,Declined,50810,Auto-generated offer 810
811,812,20241104,11,12,Expired,70811,Auto-generated offer 811
812,813,20240810,12,13,Accepted,90812,Auto-generated offer 812
813,814,20250708,13,14,Pending,110813,Auto-generated offer 813
814,815,20241217,14,15,Accepted,130814,Auto-generated offer 814
815,816,20250315,15,16,Expired,150815,Auto-generated offer 815
816,817,20230525,16,17,Accepted,170816,Auto-generated offer 816
817,818,20241022,17,18,Declined,190817,Auto-generated offer 817
818,819,20250824,18,19,Expired,210818,Auto-generated offer 818
819,820,20250602,19,20,Accepted,30819,Auto-generated offer 819
820,821,20250423,20,21,Declined,50820,Auto-generated offer 820
821,822,20230810,21,22,Declined,70821,Auto-generated offer 821
822,823,20250513,22,23,Accepted,90822,Auto-generated offer 822
823,824,20250414,23,24,Pending,110823,Auto-generated offer 823
824,825,20250310,24,25,Expired,130824,Auto-generated offer 824
825,826,20241019,25,26,Declined,150825,Auto-generated offer 825
826,827,20250803,26,27,Expired,170826,Auto-generated offer 826
827,828,20250815,27,28,Declined,190827,Auto-generated offer 827
828,829,20240401,28,29,Pending,210828,Auto-generated offer 828
829,830,20240126,29,30,Accepted,30829,Auto-generated offer 829
830,831,20240928,30,31,Accepted,50830,Auto-generated offer 830
831,832,20230416,31,32,Pending,70831,Auto-generated offer 831
832,833,20230913,32,33,Accepted,90832,Auto-generated offer 832
833,834,20240709,33,34,Accepted,110833,Auto-generated offer 833
834,835,20250727,34,35,Declined,130834,Auto-generated offer 834
835,836,20240205,35,36,Expired,150835,Auto-generated offer 835
836,837,20231106,36,37,Declined,170836,Auto-generated offer 836
837,838,20240207,37,38,Accepted,190837,Auto-generated offer 837
838,839,20240618,38,39,Expired,210838,Auto-generated offer 838
839,840,20240724,39,40,Declined,30839,Auto-generated offer 839
840,841,20230826,40,1,Expired,50840,Auto-generated offer 840
841,842,20240515,41,2,Expired,70841,Auto-generated offer 841
842,843,20241111,42,3,Expired,90842,Auto-generated offer 842
843,844,20250722,43,4,Declined,110843,Auto-generated offer 843
844,845,20250506,44,5,Declined,130844,Auto-generated offer 844
845,846,20230804,45,6,Accepted,150845,Auto-generated offer 845
846,847,20241113,46,7,Expired,170846,Auto-generated offer 846
847,848,20240510,47,8,Declined,190847,Auto-generated offer 847
848,849,20231223,48,9,Declined,210848,Auto-generated offer 848
849,850,20230811,49,10,Expired,30849,Auto-generated offer 849
850,851,20241126,50,11,Pending,50850,Auto-generated offer 850
851,852,20250415,1,12,Expired,70851,Auto-generated offer 851
852,853,20230414,2,13,Accepted,90852,Auto-generated offer 852
853,854,20250405,3,14,Accepted,110853,Auto-generated offer 853
854,855,20250329,4,15,Pending,130854,Auto-generated offer 854
855,856,20241117,5,16,Expired,150855,Auto-generated offer 855
856,857,20250731,6,17,Expired,170856,Auto-generated offer 856
857,858,20250718,7,18,Expired,190857,Auto-generated offer 857
858,859,20240301,8,19,Accepted,210858,Auto-generated offer 858
859,860,20241227,9,20,Pending,30859,Auto-generated offer 859
860,861,20250115,10,21,Expired,50860,Auto-generated offer 860
861,862,20250809,11,22,Declined,70861,Auto-generated offer 861
862,863,20250324,12,23,Accepted,90862,Auto-generated offer 862
863,864,20230802,13,24,Accepted,110863,Auto-generated offer 863
864,865,20250623,14,25,Declined,130864,Auto-generated offer 864
865,866,20250811,15,26,Accepted,150865,Auto-generated offer 865
866,867,20250727,16,27,Accepted,170866,Auto-generated offer 866
867,868,20250512,17,28,Accepted,190867,Auto-generated offer 867
868,869,20240825,18,29,Declined,210868,Auto-generated offer 868
869,870,20240211,19,30,Expired,30869,Auto-generated offer 869
870,871,20240924,20,31,Accepted,50870,Auto-generated offer 870
871,872,20240616,21,32,Accepted,70871,Auto-generated offer 871
872,873,20240611,22,33,Accepted,90872,Auto-generated offer 872
873,874,20250417,23,34,Declined,110873,Auto-generated offer 873
874,875,20250213,24,35,Expired,130874,Auto-generated offer 874
875,876,20240503,25,36,Accepted,150875,Auto-generated offer 875
876,877,20230721,26,37,Pending,170876,Auto-generated offer 876
877,878,20241227,27,38,Expired,190877,Auto-generated offer 877
878,879,20230429,28,39,Accepted,210878,Auto-generated offer 878
879,880,20241004,29,40,Expired,30879,Auto-generated offer 879
880,881,20231028,30,1,Accepted,50880,Auto-generated offer 880
881,882,20240408,31,2,Declined,70881,Auto-generated offer 881
882,883,20250105,32,3,Expired,90882,Auto-generated offer 882
883,884,20231013,33,4,Accepted,110883,Auto-generated offer 883
884,885,20241114,34,5,Accepted,130884,Auto-generated offer 884
885,886,20240122,35,6,Accepted,150885,Auto-generated offer 885
886,887,20250514,36,7,Expired,170886,Auto-generated offer 886
887,888,20240701,37,8,Accepted,190887,Auto-generated offer 887
888,889,20240116,38,9,Declined,210888,Auto-generated offer 888
889,890,20240531,39,10,Accepted,30889,Auto-generated offer 889
890,891,20240409,40,11,Accepted,50890,Auto-generated offer 890
891,892,20231021,41,12,Pending,70891,Auto-generated offer 891
892,893,20241119,42,13,Declined,90892,Auto-generated offer 892
893,894,20240621,43,14,Declined,110893,Auto-generated offer 893
894,895,20241128,44,15,Declined,130894,Auto-generated offer 894
895,896,20240227,45,16,Pending,150895,Auto-generated offer 895
896,897,20250705,46,17,Expired,170896,Auto-generated offer 896
897,898,20240906,47,18,Accepted,190897,Auto-generated offer 897
898,899,20240417,48,19,Accepted,210898,Auto-generated offer 898
899,900,20250521,49,20,Declined,30899,Auto-generated offer 899
900,901,20250721,50,21,Pending,50900,Auto-generated offer 900
901,902,20231010,1,22,Pending,70901,Auto-generated offer 901
902,903,20230915,2,23,Pending,90902,Auto-generated offer 902
903,904,20250530,3,24,Accepted,110903,Auto-generated offer 903
904,905,20231018,4,25,Declined,130904,Auto-generated offer 904
905,906,20230917,5,26,Expired,150905,Auto-generated offer 905
906,907,20241019,6,27,Declined,170906,Auto-generated offer 906
907,908,20250228,7,28,Expired,190907,Auto-generated offer 907
908,909,20241228,8,29,Accepted,210908,Auto-generated offer 908
909,910,20230403,9,30,Pending,30909,Auto-generated offer 909
910,911,20230524,10,31,Accepted,50910,Auto-generated offer 910
911,912,20240609,11,32,Expired,70911,Auto-generated offer 911
912,913,20231204,12,33,Accepted,90912,Auto-generated offer 912
913,914,20230802,13,34,Accepted,110913,Auto-generated offer 913
914,915,20240411,14,35,Accepted,130914,Auto-generated offer 914
915,916,20230602,15,36,Expired,150915,Auto-generated offer 915
916,917,20241206,16,37,Expired,170916,Auto-generated offer 916
917,918,20230928,17,38,Expired,190917,Auto-generated offer 917
